test_smile,dmpnn_pre_pro,dmpnn_xgb_pre_pro,morgan_xgb_pre_pro,dmpnn_morgan_xgb_pre_pro,target
[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(I)C(=O)NC1=O,[1.538403608947192e-07],0.0002478361,0.00031607298,0.0002503829,0.0
[H][C@](F)(CCN=C(O)CCN=C(O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O)C(O)=O,[6.581002526218072e-05],0.00024782194,0.017691,0.00035170757,0.0
[H]\C1=C([H])/[C@]2([H])O[C@@]2([H])C[C@@]([H])(C)OC(=O)C[C@@]([H])(OC(C)=O)[C@]([H])(OC)[C@@]([H])(O[C@]2([H])O[C@]([H])(C)[C@@]([H])(O[C@@]3([H])C[C@@](C)(O)[C@@]([H])(OC(=O)CC(C)C)[C@]([H])(C)O3)[C@]([H])(N(C)C)[C@@]2([H])O)[C@@]([H])(CC=O)C[C@@]([H])(C)C1=O,[4.054981559420412e-07],0.0002478106,0.008704708,0.00035486152,0.0
OCC1=CC=CC=C1,[2.341445451747859e-06],0.0002477206,1.5439196e-05,0.00046035743,0.0
[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@]([H])(O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,[1.0635079483733989e-08],0.00024769956,0.00018830074,0.00026718716,0.0
[H][C@@]1(C[C@]([H])(N=[N+]=[N-])[C@@]([H])(COP(O)(O)=O)O1)N1C=C(C)C(O)=NC1=O,[2.8075368391000666e-05],0.00024751684,0.000211769,0.00034541896,0.0
C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,[6.641387153649703e-05],0.00024728308,0.0063763014,0.00026820527,0.0
CC(NN)C1=CC=CC=C1,[1.932834948092932e-06],0.00024727767,0.00016686124,0.00032167629,0.0
C(N1C=CN=C1)C1=CC=CC=C1,[3.4975389695546255e-08],0.00024726256,5.8396137e-05,0.00031146334,0.0
CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,[5.196588404032809e-07],0.00024709787,0.0001648006,0.00025548707,0.0
NC1=CC=C(O)C=C1,[0.05145201459527016],0.00024700386,0.00014745118,0.00036694936,0.0
[H][C@@](CC)(NC1=NC=NC2=C1N=CN2)C1=NC2=CC=CC(F)=C2C(=O)N1C1=CC=CC=C1,[0.0001778962032403797],0.0002468897,0.008293952,0.00035538,0.0
[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,[0.00013640678662341088],0.00024686282,0.0065599,0.00024057545,0.0
ClC1=CC=C(CC2=NN(C[C@H]3CCCN3CCCCC3=CC=C(OCCCN4CCCCCC4)C=C3)C(=O)C3=CC=CC=C23)C=C1,[4.4107346184318885e-06],0.00024676754,0.013208122,0.000322669,0.0
[H][C@@]1(C[C@]([H])(N=[N+]=[N-])[C@@]([H])(COP([O-])(=O)OP([O-])(=O)OP(O)(=O)OP([O-])(=O)OP([O-])(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)O1)N1C=C(C)C([O-])=NC1=O,[2.087378379656002e-05],0.0002467219,0.0023479718,0.00034107093,0.0
CC[C@H]1C[C@H](C[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H](CC3CCCCC3)C(O)=O)[C@H]2NC(C)=O)[C@@H]1O[C@@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O)C(=O)NCCNC(=O)CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC,[1.1897009599692865e-08],0.00024645505,0.0007233697,0.00039634336,0.0
OC[C@H](O)[C@@H](O)CC(=O)C(O)=O,[2.1364655822253553e-06],0.0002463456,9.93987e-06,0.000331009,0.0
[H][C@@]1(O)C[C@@](O)(C=C(F)[C@@]1([H])O)C(O)=O,[1.7015619278026861e-06],0.00024632443,4.8551843e-05,0.00019549213,0.0
CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O,[2.264659087813925e-06],0.00024626526,4.8606278e-05,0.00027857942,0.0
C[N+](C)(C)CCOC(CC1=CC=CC=C1)C1=CC=CC=C1,[5.051021503277298e-07],0.0002462251,2.1323365e-05,0.00027661273,0.0
CCCOCCOCCOCCCNC1=C(N)C(=O)C1=O,[2.9117991573457402e-08],0.00024612606,0.0008899083,0.00034714668,0.0
[H][C@]1(F)CN(CC(=O)NC2=CC=C(C=C2F)N2C=CC=CC2=O)C[C@]1([H])NC(=O)C1=CC=C(Cl)S1,[0.007287794258445501],0.0002460897,0.00081507437,0.0002566105,0.0
[H][C@@]12CC[C@](OC(=O)CCCCC)(C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[1.056286791367711e-08],0.000245519,7.135679e-05,0.00022794092,0.0
NNC(=O)C1=CN2C=CC3=C(C=CC=C3)C2=N1,[0.00010739789286162704],0.00024547058,0.0007533611,0.0003221311,0.0
[S-]CCC(=O)SCCC=O,[6.393086096068146e-06],0.000245264,2.4474739e-05,0.00038072694,0.0
COC(=O)C[C@@H]1C[C@@H](COC2=CC=C(C=C2)C2=CC=C(C=C2)C(\N)=N\C(=O)OC)NC1=O,[2.33066842270091e-07],0.0002452432,0.00759302,0.00035711884,0.0
[H][C@]1(CO)O[C@@]([H])(N2C=C(I)C3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,[9.55679070102633e-07],0.00024520414,0.007948944,0.0003513073,0.0
[H][C@](N)(CC1=CC=CC=C1)B(O)O,[7.218292739707977e-05],0.0002450146,9.809305e-05,0.0003153837,0.0
OC(=O)CCCCCN1C(=CC2=C1C=CC(OCC1=C(Cl)C=CC=C1Cl)=C2)C(O)=O,[0.0007004988146945834],0.00024501438,0.00040480768,0.00031709584,0.0
[H][C@]1(CO)O[C@@]([H])(N2C=CC(=N)N=C2O)[C@]([H])(O)[C@]1([H])OP(O)(O)=O,[6.783739081583917e-07],0.00024482197,0.00016350398,0.00030105776,0.0
CCOCCN(CC1=CC=C(CN(CCOCC)C(=O)C(Cl)Cl)C=C1)C(=O)C(Cl)Cl,[1.4071392797632143e-06],0.00024481426,7.597617e-05,0.0002895283,0.0
CCOC1=NC2=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1)C(=CC=C2)C(O)=O,[0.00010223275603493676],0.0002447251,0.0028473292,0.00029451147,0.0
CCCC1=C(C2=C(C=CC(Cl)=C2)N=C1O)[S@](=O)C1CCCCC1,[2.8336208401924523e-07],0.00024471042,0.0005513597,0.00040049537,0.0
ClN(Cl)Cl,[2.088499861940818e-08],0.00024441775,2.2900453e-05,0.0002951149,0.0
CN(C(C)=O)C1=CC=CC(=C1)C1=NN=C2C=CC(=NN12)C1=CC=CC=C1,[0.00013496342580765486],0.0002443968,0.0030658033,0.0002705594,0.0
C(CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1)CC1=NN=NN1,[3.1061222216521855e-07],0.0002443544,0.0026636145,0.00028420132,0.0
COC1=CC=C(CC(C)(C)NC[C@H](O)C2=C3OCC(=O)NC3=CC(O)=C2)C=C1,[6.217565533006564e-05],0.0002442149,0.0005991469,0.00038901917,0.0
CCC(=O)N(C1CCN(CC1)C(C)CC1=CC=CC=C1)C1=CC=CC=C1,[8.816876288619824e-06],0.00024412619,0.00015757563,0.0002905171,0.0
C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@H](OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](CC=C)[C@H]1O)C1=CC=C2SC(C)=NC2=C1,[4.071403338912205e-07],0.00024405401,0.004260097,0.00026311664,0.0
FCCOC1=CC=CC(NC(=O)CCC(=O)NC2=CC=C3C(=O)NC(=O)C(=O)C3=C2)=C1,[7.905997335910797e-05],0.00024401354,0.00034869497,0.00041090688,0.0
ClCCCl,[2.6905249583819568e-08],0.00024381379,7.993159e-06,0.00029681725,0.0
COC1=C(OC)C(=O)C(C\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)=C(C)C1=O,[3.166594251524657e-05],0.00024378007,0.00010392406,0.0002983695,0.0
N[C@@H](CNC(=O)CC[C@@H](NC(=O)C1=CC=C(NCC2=CNC3=NC=NC(=O)C3=N2)C=C1)C(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CS)C(O)=O,[1.7008764189085923e-05],0.00024376265,0.010483332,0.0004312474,0.0
OS(=O)(=O)OC1=CC=C(C=C1)C(C1=CC=C(OS(O)(=O)=O)C=C1)C1=CC=CC=N1,[0.00010162780381506309],0.00024356379,0.00019626535,0.00024221228,0.0
CC(C)N1C2=C(C=CS2)C(O)=C(C(=O)NCCCN2CCCCC2)C1=O,[3.71197620552266e-06],0.000243483,0.0003128072,0.0003721767,0.0
[H][C@@]12C[C@@](CO)(CO[C@]1([H])C1=CC=C(O)C=C1)CC=C2C,[4.7321532292698976e-06],0.00024345604,3.25545e-05,0.00031166532,0.0
[H][C@](N)(CC1=CC=C(OC)C=C1)C(=O)N[C@]1([H])[C@@]([H])(CO)O[C@@]([H])(N2C=NC3=C(N=CN=C23)N(C)C)[C@]1([H])O,[0.00035955666680820286],0.00024344817,0.0036938426,0.0003027528,0.0
CN(CC=CC1=CC=CC=C1)CC1=CC=CC2=CC=CC=C12,[4.555135149075795e-07],0.0002434101,0.0004534949,0.0003503247,0.0
CCOC(=O)C1=CC=C(OCCCCC2CCN(CC2)C2=NN=C(C)C=C2)C=C1,[3.9900328374642413e-07],0.0002433537,0.021902854,0.00030416728,0.0
CCC1=C2N=C(C=C(NCC3=CC=C[N+]([O-])=C3)N2N=C1)N1CCCC[C@H]1CCO,[1.0463153898854216e-07],0.00024331265,0.0010359077,0.00032851094,0.0
[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(C=O)C(=N)N=C1O,[1.5757706250951742e-06],0.00024314011,0.0001676788,0.00019652864,0.0
CCCCC[C@@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1CC=C=CCCC(=O)OC,[8.845800181234154e-08],0.00024303186,0.000943209,0.0002889236,0.0
[H][C@@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCC)C(C)(C)COP(O)(O)=O,[5.553714345296612e-06],0.00024303139,7.454827e-05,0.00026891913,0.0
OC(=O)CCCCCCCCCCOC(S)=O,[3.0948898999128005e-09],0.00024301288,2.0264888e-05,0.0003254051,0.0
C[C@@H]1CN(CC[C@]1(C(O)=O)C1=CC=CC=C1)[C@H]1CC[C@](CC1)(C#N)C1=CC=C(F)C=C1,[2.3823129595257342e-05],0.00024289194,0.0024005007,0.00023515646,0.0
[H][C@](CCCCC(N)=N)(C(O)=O)[C@@]1([H])C2=C(C[C@]1([H])O)C=CC(=C2)C1=CC=C(O)C=C1,[0.002831538673490286],0.0002427681,0.0005189602,0.00030500154,0.0
FC1=CC=CC=C1C1=NC2=CC=NN2C(NCC2=CC=NC=C2)=C1,[6.182026027090615e-06],0.00024268756,0.00041094745,0.0002844008,0.0
[H][C@@](C)(C(=O)CC)C1=CC=[N+](C=C1C(O)=N)[C@]1([H])O[C@]([H])(COP(O)(=O)OP([O-])(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])O)[C@@]([H])(O)[C@@]1([H])O,[5.878378578927368e-05],0.00024268037,0.0026149012,0.00028608198,0.0
[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O,[3.0448964025708847e-06],0.00024262763,0.00024073239,0.000400077,0.0
[H][C@]1(C)CN=C(N)C2=C(O1)C=CS2,[0.00038829297409392893],0.00024256401,0.0005633896,0.00041593148,0.0
[H][C@](N)(C(O)=O)C(F)(F)F,[4.0453933252138086e-06],0.00024254505,0.00010501328,0.00023982655,0.0
[H][C@](O)(CO)CNC1=C2C(NC(=C2C2=CC=CC=C2)C2=CC=CC=C2)=NC=N1,[1.3626938198285643e-05],0.00024253325,0.0058906972,0.00038077412,0.0
[H][C@]1(CO)O[C@@]([H])(OC2=CC(=CC(=C2)N(=O)=O)C(O)=NCCCN2CCN(CCCN)CC2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,[1.5829757060714655e-08],0.00024250505,0.00019807596,0.00019374484,0.0
COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21,[1.4190767615218647e-05],0.00024243847,0.25394687,0.00039197455,0.0
O[C@]1(C[C@@H]2CC[C@H](C1)N2C(C1=CC=CC=C1Cl)C1=CC=CC=C1Cl)C1=NC=CC=N1,[1.6334732208633795e-05],0.00024216932,0.008160933,0.0003021251,0.0
[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(=O)OC1([H])CC([H])(OC1([H])CO)N1C=CC(=N)N=C1O)N1C=NC2=C1NC(=N)N=C2O,[1.1955947911701514e-06],0.00024185205,0.0013349119,0.0002865611,0.0
COC1=CC=C(\C=C/C2=CC(OC)=C(OC)C(OC)=C2)C=C1OP(O)(O)=O,[0.0005548806511797011],0.00024184422,0.00017249573,0.00029080728,0.0
C[N+]1(C)CCCCC1COC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,[1.5936690260787145e-06],0.00024147742,0.0010262707,0.00027730773,0.0
COC1=C(C2=CC=CC(C(=S)N(C)CC(O)=O)=C2C=C1)C(F)(F)F,[0.004431989509612322],0.0002414171,0.00047915836,0.00016467196,0.0
[H][C@]1(NC(=O)[C@@]([H])(NC(=O)[C@@H](CC2=CC=C(OCC)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)[C@@H](C)CC)[C@@H](C)O,[0.00023365368542727083],0.00024113164,0.014141701,0.00038996394,0.0
CC1=CC=CC(C)=C1N=C(O)CN1CCCC1=O,[0.00022912757412996143],0.00024110288,0.00035489097,0.0002699665,0.0
OC(=O)COP(O)(O)=O,[1.6688525647623464e-05],0.00024105186,1.6814312e-05,0.0003246605,0.0
CC(C)OC1=C(Cl)C=C(C=N1)C1=NC(=NO1)C1=C2C=CN(CCCC(O)=O)C2=CC=C1,[0.0004574319173116237],0.00024076935,0.026750542,0.00019700499,0.0
CCCCCN(CCCOC)C(=O)[C@@H](CCC(O)=O)NC(=O)C1=CC(Cl)=C(Cl)C=C1,[5.436779247247614e-06],0.00024060594,0.00069157314,0.00037656073,0.0
[H][C@](O)(C\C=C/CCCCC)\C=C\CC(=O)CCCCC(O)=O,[0.0019084629602730274],0.00024047178,6.631426e-05,0.00039403173,0.0
OC1=NC2=C(N=NN2)C(O)=N1,[5.973301142603304e-08],0.00024038949,0.0006331245,0.00050031015,0.0
CCC1=CC(CCN)=CC=C1O,[0.00011987454490736127],0.00024037415,1.9297395e-05,0.00032721786,0.0
CCN(CC)CCOC(=O)C1=C(Cl)C=C(N)C=C1,[0.00011537280806805938],0.00024036496,6.0555354e-05,0.00027079525,0.0
CC[C@@H](OP(O)(O)=O)C(O)=O,[1.1792812983912881e-06],0.00024021741,1.2402054e-05,0.00030457263,0.0
CCOC(=O)C1=CC=C(OC(=O)CCCCCNC(N)=N)C=C1,[0.0018217632314190269],0.00024017389,0.00050257886,0.00043323712,0.0
[H]O[Cl](=O)=O,[2.91733385893167e-07],0.00024012351,3.1408534e-05,0.00027647088,0.0
CN1CC(O)C2=C\C(=N\NC(N)=O)C(=O)C=C12,[2.552154315790464e-14],0.00024010272,0.0054314565,0.00030051405,0.0
[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@]([H])(NC(C)=O)C=O,[1.6161164850814203e-08],0.0002400411,0.000107757456,0.0003266375,0.0
CC1=C(OC[C@@H]2CCCN2)C=CC=N1,[8.203073775803205e-08],0.00023968046,0.0021794818,0.00030997684,0.0
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],[1.419997730511824e-10],0.0002396599,0.00011637465,0.00030279843,0.0
[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)C(O)=O,[1.969787717825966e-06],0.00023958726,3.5946556e-05,0.00029758117,0.0
[H][C@](O)(C(=O)O[C@@]1([H])C[C@]2([H])CC[C@]([H])(C1)N2C)C1=CC=CC=C1,[1.952387833625835e-07],0.00023957857,0.0009110065,0.00024145345,0.0
CN(CC(O)=O)C(N)N,[6.161901637824485e-06],0.00023955505,5.774293e-05,0.0003513557,0.0
CC1(C)CC[C@@]2(CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C=C1[C@@]2(C)C=C(C#N)C(=O)C(C)(C)[C@@H]2CC[C@@]31C)C(O)=O,[6.262871465878561e-06],0.00023945022,0.0001649874,0.00031101468,0.0
CC(C)CCN(C[C@@H](O)[C@@H]1CC2=CC=C(OCCCC(=O)N[C@@H](C(C)C)C(=O)N1)C=C2)S(=O)(=O)C1=CC=CC=C1,[0.0006936675636097789],0.00023938996,0.00048631843,0.000300805,0.0
[H]N=C(CC1=CC(O)=C(O)C=C1)C(O)=O,[0.0001253688387805596],0.00023938151,2.9153054e-05,0.0003865195,0.0
NC1=NC=CC(=N1)C1=C(N=CN1C1CCNCC1)C1=CC=C(F)C=C1,[2.3726699964754516e-06],0.00023919625,0.053881567,0.0003406032,0.0
[H][C@](CC(=O)NC(CC)CC)(C(N)=O)C(C)(C)C,[2.74070686145933e-07],0.00023918896,0.00015179937,0.00039001225,0.0
[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,[4.490789962119379e-09],0.00023917574,0.008274446,0.0004511457,0.0
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,[2.4252765342680505e-06],0.000239134,2.332754e-05,0.0003141581,0.0
CC(C)NC1=NC2=CC(Cl)=C(Cl)C=C2N1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,[1.1654321951937163e-06],0.00023898903,0.0034943707,0.00029435902,0.0
C1=CN(C=N1)C(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=CC=C1,[7.172609002736863e-06],0.0002385856,0.00022205552,0.00026728192,0.0
[H]\C(C[C@]([H])(CCCCC)SCC=O)=C(\[H])C(=O)SCCN=C(O)CCN[C@]([H])(O)C(=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])([N+]2=CNC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O,[0.0001509977300884202],0.00023840391,0.36818016,0.0003778569,0.0
[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(OC)C(=O)CO,[2.523355968619967e-09],0.00023837392,9.846839e-05,0.0003313083,0.0
[H][C@](NS(=O)(=O)C1=CC2=C(C=C1)C1=CC=CC=C1S2)(C(C)C)C(O)=O,[0.0002385683183092624],0.00023836302,0.00014608305,0.0002530707,0.0
COC1=C(Cl)C(O)=C(Cl)C(=N1)C(Cl)(Cl)Cl,[3.487194533136062e-08],0.00023803824,8.700651e-05,0.00035144718,0.0
[H][C@](C)(O)[C@]([H])(N)C1=NC=CS1,[9.893708920571953e-06],0.00023801261,0.00028164365,0.00033460348,0.0
CCCCCC1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N(CCN1CCOCC1)[C@H](C(C)C)C(=O)NO,[0.00029059385997243226],0.00023787853,0.00094290834,0.00027316323,0.0
COC1=CC(Cl)=C(OCCCCCCN2C=CN=C2)C=C1,[2.8882743663416477e-06],0.00023772073,0.00092077453,0.00026214635,0.0
CCO[C@@H](CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O,[0.00020156458776909858],0.00023749306,8.1133425e-05,0.00032049193,0.0
COCCN1CCC(CC1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)C(F)(F)F)C(=O)CN1C(SCC2=C(F)C(F)=CC=C2)=CC(=O)C2=C1C=CC=C2,[0.00010782343451865017],0.00023714185,0.0036445684,0.00018920004,0.0
CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,[0.0006704514380544424],0.00023710683,0.00064560893,0.00027534895,0.0
OC(=O)CNC(=O)CCC[P@@](O)(=O)OCC1=CC=C(C=C1)[N+]([O-])=O,[2.73438877229637e-06],0.00023706522,3.0005593e-05,0.0003410085,0.0
CCN(CC)C(C)C=C(C1=CC=CS1)C1=CC=CS1,[8.204689947888255e-06],0.00023698049,6.874904e-05,0.00025992907,0.0
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,[4.3498324386881393e-10],0.0002369676,4.2604664e-05,0.0003520046,0.0
CCN(CC)CCC1=CNC2=CC=CC=C12,[2.0703448626591126e-06],0.00023674968,4.8726197e-05,0.00035666703,0.0
OC(=O)C1=CC=CC=C1NC1CCCCC1,[2.158618315206695e-07],0.00023672327,0.00048305155,0.00046779265,0.0
[H]C(CCN1CCN(CCO)CC1)=C1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,[4.467932376428507e-05],0.0002365164,0.00063012633,0.00030280938,0.0
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C=NC1=O,[4.425471189506425e-08],0.00023636354,0.0022579902,0.00026857376,0.0
CC(C)(O\N=C(/C(=O)NCB(O)O)C1=CSC(N)=N1)C(O)=O,[9.527086930504521e-15],0.00023620382,0.00067519903,0.0003338967,0.0
COC1=CC=C(C=C1CN[C@H]1CCCN[C@H]1C1=CC=CC=C1)N1N=NN=C1C(F)(F)F,[0.0003707557625602931],0.000236175,0.015274591,0.00024087496,0.0
[NH-]C1=C[N+](=NO1)N1CCOCC1,[6.164630690363992e-07],0.00023615136,0.00027203426,0.00026040286,0.0
OC1=C(I)C2=C(C=C1I)C1(OC(=O)C3=C1C(Cl)=C(Cl)C(Cl)=C3Cl)C1=CC(I)=C(O)C(I)=C1O2,[1.221424112025915e-12],0.00023610587,0.00029789598,0.00031538395,0.0
[H][C@@]12C[C@@H](C)[C@](O)(C(=O)COC(=O)C3=CC=NC=C3)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,[9.90655646404548e-09],0.0002358721,0.0010445327,0.00021620674,0.0
OCC1=C(F)C(F)=C(F)C(F)=C1F,[3.2386992643296253e-07],0.00023578104,3.6217218e-05,0.00029980636,0.0
[H][C@]12SCC(C=C)=C(N1C(=O)[C@H]2NC(=O)C(=N/O)\C1=CSC(N)=N1)C(O)=O,[1.8997853637459095e-11],0.00023555834,0.00043967608,0.00035559994,0.0
COC1=CC=C(OC(F)(F)F)C=C1CN[C@H]1CCCN[C@H]1C1=CC=CC=C1,[0.00010210338223259896],0.00023539178,0.00043686756,0.00031048025,0.0
O=C1NC2=C(C=C1)[C@H](CCC2)NCCCCCCCCCCNC1=C2CCCCC2=NC2=CC=CC=C12,[9.345771445623541e-08],0.00023511497,0.09778286,0.0005029596,0.0
NC1=NC=CC=C1NCC1=CC=CC=C1,[2.2841693407826824e-06],0.00023505648,0.0008446524,0.00035030246,0.0
COC1=C(O)C=CC2=C1C=C(C1=C2C2=C(OCO2)C=C1C(O)=O)[N+]([O-])=O,[1.1504323992994614e-05],0.00023504549,0.00020020714,0.0001917084,0.0
[H]N1CCCCC1C(O)(C1=CC=CC=C1)C1=CC=CC=C1,[3.9165098542071064e-07],0.00023490166,0.00036112274,0.00027409353,0.0
O[C@@H]1[C@@H](CC2=CC=CC=C2)COC2=CC(=CC=C12)C1=CC(=CC=C1C(O)=O)C(F)(F)F,[0.00798604916781187],0.00023469256,0.0010518102,0.00019568198,0.0
NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2OCCNCC2CCCNC2)[C@H](N)[C@@H](O)[C@@H]1O,[5.230489305563246e-11],0.0002346769,0.00063829834,0.00046805604,0.0
N=C1NC=NC2=C1NC=C2,[1.2844355296692811e-05],0.000234485,7.6578435e-05,0.00040206817,0.0
CN(CC1=CC=C(Cl)C=C1)S(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O,[6.60546647850424e-05],0.00023415747,3.7750935e-05,0.00018184238,0.0
[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(C=C1)S(C)(=O)=O,[8.807657650322653e-06],0.00023412151,2.4467621e-05,0.00028571673,0.0
[H][C@@](N)(C(O)=O)C1=CC=C(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@]2([H])O)C=C1,[3.35737198042807e-08],0.00023396243,0.0005521202,0.00021147622,0.0
[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)CN1C(=O)N(CCCOP(O)(O)=O)C2=C1N=C(O)N=C2O,[1.0671683412510902e-06],0.00023395284,0.0058843256,0.00028763514,0.0
[H][C@](CS(C)(=O)=O)(N1C(=O)C2=C(C1=O)C(=CC=C2)N=C(C)O)C1=CC(OCC)=C(OC)C=C1,[7.700490982642805e-07],0.0002338556,0.0007239221,0.0002331021,0.0
COC1=C2C(NC=C2C2=NC(N)=NC=C2)=NC=C1,[0.00014897252549417317],0.0002338273,0.0011379702,0.00034994233,0.0
CCOC1=CC(N)=C(Cl)C=C1C(=O)NCC1CN(CC2=CC=C(F)C=C2)CCO1,[0.0022251764312386513],0.0002338021,0.0026595755,0.00035525297,0.0
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,[1.8473907402949408e-05],0.00023365789,0.00022906643,0.00028739692,0.0
CCN(CC)C1=CC(C)=NC2=NC=NN12,[5.461143928187084e-07],0.0002334428,0.000100758385,0.0005222858,0.0
CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,[0.00010934298188658431],0.00023342588,0.0018197491,0.00026222182,0.0
OCCOCN1C=C(CC2=CC=CC=C2)C(=O)NC1=O,[6.306660907284822e-06],0.00023289303,0.00041267238,0.00031520633,0.0
[H][C@]1(CNC(=O)C2=CC=C(Cl)S2)CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,[0.005196970421820879],0.00023271989,0.000274962,0.00023826964,0.0
NC1=CC=C(C=C1)S(=O)(=O)NC(=O)NCCS,[0.006415142212063074],0.00023267952,0.00037705677,0.00037774758,0.0
[H]\C(CC\C(C)=C(/[H])CC\C(C)=C(/[H])CC1=C(C)C(=O)C2=CC=CC=C2C1=O)=C(\C)CCC=C(C)C,[2.6100309696630575e-05],0.00023264733,0.00013520572,0.00026081703,0.0
